timestamp,open,high,low,close,volume
2020-12-05 00:00:00,0.2428754,0.2460204,0.2405,0.2455394,29435712.0
2020-12-05 01:00:00,0.24536919999999998,0.24614619999999998,0.24272,0.24272,8887778.0
2020-12-05 02:00:00,0.242942,0.24574659999999998,0.2428014,0.2452878,14512450.0
2020-12-05 03:00:00,0.2450436,0.2467826,0.244422,0.2456874,9008111.0
2020-12-05 04:00:00,0.24619059999999998,0.2474634,0.24527300000000002,0.24634599999999998,10047095.0
2020-12-05 05:00:00,0.246272,0.248936,0.246272,0.2482404,10679549.0
2020-12-05 06:00:00,0.2482478,0.2495946,0.2474782,0.24901740000000003,10521963.0
2020-12-05 07:00:00,0.2493726,0.2497352,0.2474486,0.2481294,8602155.0
2020-12-05 08:00:00,0.24863259999999998,0.2516,0.248344,0.251452,18507304.0
2020-12-05 09:00:00,0.251452,0.2516,0.24898040000000002,0.2495354,16991479.0
2020-12-05 10:00:00,0.2498906,0.2504604,0.24775940000000002,0.2486844,13774957.0
2020-12-05 11:00:00,0.24900260000000002,0.24938000000000002,0.2470786,0.2490692,18291689.0
2020-12-05 12:00:00,0.2490914,0.25055659999999996,0.24901740000000003,0.2497648,18501367.0
2020-12-05 13:00:00,0.2501866,0.2503346,0.2479,0.2490914,10533627.0
2020-12-05 14:00:00,0.2490988,0.2504086,0.2487066,0.249528,6859698.0
2020-12-05 15:00:00,0.2499572,0.2506602,0.2494614,0.2501866,16473602.0
2020-12-05 16:00:00,0.2500978,0.25031980000000004,0.24797399999999997,0.2502458,21414506.0
2020-12-05 17:00:00,0.2502162,0.2527322,0.249195,0.25197,40674987.0
2020-12-05 18:00:00,0.2515556,0.2525768,0.2511708,0.2520514,10889665.0
2020-12-05 19:00:00,0.2520514,0.2521772,0.2515926,0.2517258,10615103.0
2020-12-05 20:00:00,0.2517258,0.25197,0.24941699999999997,0.2496834,16707944.0
2020-12-05 21:00:00,0.24982400000000002,0.2515112,0.24982400000000002,0.2504012,11892635.0
2020-12-05 22:00:00,0.25015699999999996,0.2526878,0.24938000000000002,0.2516,21411701.0
2020-12-05 23:00:00,0.2516518,0.252192,0.2509858,0.2509858,14189821.0
2020-12-06 00:00:00,0.251008,0.2527396,0.251008,0.252118,25064299.0
2020-12-06 01:00:00,0.25218460000000004,0.2530726,0.251896,0.2525398,10888846.0
2020-12-06 02:00:00,0.25242139999999996,0.25242139999999996,0.250712,0.2507564,9075255.0
2020-12-06 03:00:00,0.250712,0.2507564,0.24938000000000002,0.2504308,12368687.0
2020-12-06 04:00:00,0.2504012,0.251526,0.2503124,0.251526,7064262.0
2020-12-06 05:00:00,0.2513188,0.2514594,0.24957980000000002,0.250934,9858335.0
2020-12-06 06:00:00,0.2506454,0.2515408,0.250601,0.2512226,5522239.0
2020-12-06 07:00:00,0.2513706,0.25456,0.251267,0.25456,16377335.0
2020-12-06 08:00:00,0.25456,0.2547376,0.25012,0.2506602,11452679.0
2020-12-06 09:00:00,0.250823,0.251822,0.24823299999999998,0.2507416,17692324.0
2020-12-06 10:00:00,0.2508378,0.251748,0.24975,0.2512226,13207533.0
2020-12-06 11:00:00,0.25116340000000004,0.2517628,0.24923199999999998,0.251045,6290298.0
2020-12-06 12:00:00,0.25139279999999997,0.2519774,0.2482626,0.2488694,14251955.0
2020-12-06 13:00:00,0.2488916,0.2500978,0.24761139999999998,0.2490914,14909157.0
2020-12-06 14:00:00,0.2491728,0.25223639999999997,0.24883239999999998,0.251933,15996764.0
2020-12-06 15:00:00,0.25179979999999996,0.2522956,0.2509858,0.2513706,25045322.0
2020-12-06 16:00:00,0.2514076,0.2527914,0.2509118,0.2519034,9950085.0
2020-12-06 17:00:00,0.2519774,0.2526286,0.25161479999999997,0.252044,9433132.0
2020-12-06 18:00:00,0.2519034,0.2524732,0.2510006,0.2512966,5855266.0
2020-12-06 19:00:00,0.2512966,0.252192,0.2508008,0.252044,6698230.0
2020-12-06 20:00:00,0.2516518,0.2520292,0.251008,0.2512374,4466543.0
2020-12-06 21:00:00,0.25103759999999997,0.2515704,0.2501644,0.2512374,7686733.0
2020-12-06 22:00:00,0.2512448,0.2521772,0.24945399999999998,0.2497722,13117541.0
2020-12-06 23:00:00,0.25015699999999996,0.2516888,0.25012,0.25054180000000004,13456734.0
2020-12-07 00:00:00,0.2507194,0.2512226,0.2504234,0.2505862,4335197.0
2020-12-07 01:00:00,0.2510302,0.2510302,0.2495724,0.2504012,7408222.0
2020-12-07 02:00:00,0.25041599999999997,0.2505492,0.2490914,0.2493874,9813864.0
2020-12-07 03:00:00,0.2490914,0.249491,0.24839579999999997,0.2487658,14464061.0
2020-12-07 04:00:00,0.2487436,0.2495206,0.2483144,0.2493874,16354014.0
2020-12-07 05:00:00,0.2493874,0.2503938,0.2486622,0.2502532,12282862.0
2020-12-07 06:00:00,0.2502532,0.2505788,0.24901,0.2494688,9579972.0
2020-12-07 07:00:00,0.2497944,0.25012,0.2494466,0.2500756,6985002.0
2020-12-07 08:00:00,0.250083,0.250712,0.2497056,0.24987579999999998,8771160.0
2020-12-07 09:00:00,0.24983139999999998,0.2498684,0.2486474,0.2495946,5757668.0
2020-12-07 10:00:00,0.24920240000000002,0.2500904,0.24901,0.2498166,14480781.0
2020-12-07 11:00:00,0.2495428,0.2502606,0.24901740000000003,0.2493874,23602350.0
2020-12-07 12:00:00,0.2493874,0.2514594,0.24938000000000002,0.2514594,24346399.0
2020-12-07 13:00:00,0.2514594,0.251489,0.2508008,0.2513854,5236587.0
2020-12-07 14:00:00,0.25123,0.2513854,0.249528,0.24960200000000002,11144744.0
2020-12-07 15:00:00,0.24987579999999998,0.25054180000000004,0.24938000000000002,0.24938000000000002,9618987.0
2020-12-07 16:00:00,0.2495428,0.25012,0.2490396,0.2496834,22465176.0
2020-12-07 17:00:00,0.2496686,0.2496834,0.2481294,0.24864,14009374.0
2020-12-07 18:00:00,0.24864,0.24864,0.2442,0.24614619999999998,21988218.0
2020-12-07 19:00:00,0.245976,0.24716000000000002,0.24512499999999998,0.2460204,13730279.0
2020-12-07 20:00:00,0.2457836,0.2465088,0.24476979999999998,0.2460204,17291380.0
2020-12-07 21:00:00,0.245976,0.2471452,0.245458,0.2456208,17647423.0
2020-12-07 22:00:00,0.2458428,0.24716000000000002,0.2458428,0.246827,16621712.0
